sweep	reported_energy	abs_delta_previous	recomputed_mismatch	residual	oracle_min_up	oracle_min_dn	projector_up	projector_dn	energy_delta_oracle	s2	zspin	windows	focks	fallback	local	projection
106	-14.573351154439944	6.394884621840902e-14	9.237055564881302e-14	6.364986547912392e-7	0.9999999999999009	0.9999999999999012	6.304939699296589e-7	6.302334147389323e-7	1.509903313490213e-13	0.13165098609009407	-1.119431293398416	98	294	0.0	98.0	0.0
107	-14.57335115443992	2.4868995751603507e-14	6.217248937900877e-14	6.357527211703208e-7	0.9999999999998991	0.9999999999998987	6.366442353574415e-7	6.367560309903106e-7	2.0605739337042905e-13	0.13165098007992726	-1.1194312658447663	98	294	0.0	98.0	0.0
108	-14.573351154439777	1.4210854715202004e-13	1.758593271006248e-13	6.35103455059442e-7	0.9999999999998962	0.9999999999998961	6.424733419466803e-7	6.424475641860029e-7	2.3447910280083306e-13	0.13165097462910413	-1.1194312408833111	98	294	0.0	98.0	0.0
109	-14.573351154440019	2.4158453015843406e-13	1.2434497875801753e-13	6.347265473963601e-7	0.9999999999998952	0.9999999999998956	6.474046941196344e-7	6.475329225917097e-7	2.9309887850104133e-13	0.13165096990254987	-1.1194312191927547	98	294	0.0	98.0	0.0
110	-14.573351154439948	7.105427357601002e-14	1.7763568394002505e-15	6.345117654886119e-7	0.9999999999998944	0.9999999999998941	6.519342461294888e-7	6.518449285329045e-7	2.4158453015843406e-13	0.13165096573970336	-1.1194312000703108	98	294	0.0	98.0	0.0
111	-14.573351154439939	8.881784197001252e-15	3.907985046680551e-14	6.340703472446058e-7	0.9999999999998934	0.9999999999998939	6.56097767709304e-7	6.559085230149276e-7	2.0961010704922955e-13	0.1316509618700128	-1.1194311823460965	98	294	0.0	98.0	0.0
112	-14.57335115443998	4.085620730620576e-14	5.329070518200751e-15	6.339818843900587e-7	0.9999999999998913	0.9999999999998912	6.596782401629924e-7	6.595336131254942e-7	2.1316282072803006e-13	0.13165095848714303	-1.1194311668283716	98	294	0.0	98.0	0.0
113	-14.57335115443993	4.973799150320701e-14	4.263256414560601e-14	6.335510526530381e-7	0.9999999999998908	0.9999999999998901	6.62551395457763e-7	6.627019758980906e-7	2.149391775674303e-13	0.1316509556590426	-1.1194311537903174	98	294	0.0	98.0	0.0
114	-14.573351154439976	4.618527782440651e-14	3.019806626980426e-14	6.335713140028401e-7	0.9999999999998888	0.9999999999998888	6.655088322102959e-7	6.655931493952394e-7	1.8118839761882555e-13	0.13165095291912587	-1.1194311412349902	98	294	0.0	98.0	0.0
115	-14.573351154439827	1.4921397450962104e-13	1.2612133559741778e-13	6.332240927976638e-7	0.9999999999998883	0.9999999999998879	6.680475118376625e-7	6.68275816644685e-7	2.3447910280083306e-13	0.13165095047559316	-1.1194311300370314	98	294	0.0	98.0	0.0
116	-14.573351154439976	1.4921397450962104e-13	2.1316282072803006e-14	6.333399679347549e-7	0.9999999999998879	0.9999999999998885	6.704334280859551e-7	6.703519545733172e-7	2.327027459614328e-13	0.13165094839189484	-1.1194311204555563	98	294	0.0	98.0	0.0
117	-14.573351154439823	1.5276668818842154e-13	2.1316282072803006e-13	6.332155317866172e-7	0.9999999999998881	0.9999999999998875	6.723289182779798e-7	6.725746874706778e-7	1.509903313490213e-13	0.13165094646845255	-1.1194311116328155	98	294	0.0	98.0	0.0
118	-14.573351154440047	2.2382096176443156e-13	8.526512829121202e-14	6.328710755621077e-7	0.9999999999998863	0.9999999999998861	6.742233393374669e-7	6.744295775859723e-7	2.255973186038318e-13	0.13165094471771033	-1.119431103613274	98	294	0.0	98.0	0.0
119	-14.57335115443996	8.704148513061227e-14	3.375077994860476e-14	6.331660476996191e-7	0.9999999999998855	0.9999999999998854	6.759817610263173e-7	6.759082436068489e-7	2.611244553918368e-13	0.13165094320839343	-1.1194310966820331	98	294	0.0	98.0	0.0
120	-14.573351154439948	1.2434497875801753e-14	2.4868995751603507e-14	6.329282407758813e-7	0.9999999999998855	0.9999999999998858	6.774970995005117e-7	6.775486795061809e-7	2.646771690706373e-13	0.1316509417345113	-1.1194310899561581	98	294	0.0	98.0	0.0
121	-14.5733511544401	1.5276668818842154e-13	1.758593271006248e-13	6.330068401440664e-7	0.999999999999885	0.9999999999998846	6.787101851589015e-7	6.787066930385291e-7	2.6290081223123707e-13	0.1316509406330577	-1.1194310848634474	98	294	0.0	98.0	0.0
122	-14.573351154439852	2.4868995751603507e-13	5.3290705182007514e-14	6.331052536505445e-7	0.9999999999998841	0.9999999999998851	6.797790851852668e-7	6.797309641871672e-7	2.824407374646398e-13	0.1316509396615686	-1.1194310803683793	98	294	0.0	98.0	0.0
123	-14.573351154440061	2.0961010704922955e-13	1.2612133559741778e-13	6.330178874943265e-7	0.9999999999998835	0.9999999999998842	6.809559552178084e-7	6.808018319088741e-7	2.5224267119483557e-13	0.13165093861285637	-1.1194310755834342	98	294	0.0	98.0	0.0
124	-14.573351154439807	2.540190280342358e-13	1.6342482922482304e-13	6.329757257786376e-7	0.9999999999998842	0.9999999999998843	6.816238861341401e-7	6.818446258456245e-7	2.1671553440683056e-13	0.13165093781908288	-1.1194310719171554	98	294	0.0	98.0	0.0
125	-14.57335115444003	2.220446049250313e-13	2.3092638912203256e-14	6.328614192883238e-7	0.999999999999884	0.9999999999998843	6.826975801377071e-7	6.828427026324506e-7	1.8118839761882555e-13	0.1316509368493719	-1.119431067532373	98	294	0.0	98.0	0.0
126	-14.573351154439784	2.4513724383723456e-13	1.7053025658242404e-13	6.329321944296672e-7	0.9999999999998828	0.9999999999998828	6.833249116874665e-7	6.835573829925506e-7	2.327027459614328e-13	0.13165093622730373	-1.119431064654894	98	294	0.0	98.0	0.0
127	-14.573351154439845	6.039613253960852e-14	1.4210854715202004e-13	6.328933726949702e-7	0.9999999999998838	0.9999999999998836	6.84032259548625e-7	6.838940939746731e-7	2.007283228522283e-13	0.13165093574611286	-1.119431062401274	98	294	0.0	98.0	0.0
128	-14.573351154439916	7.105427357601002e-14	7.105427357601002e-14	6.328715802107615e-7	0.9999999999998828	0.9999999999998832	6.846097581282058e-7	6.844919229390207e-7	2.007283228522283e-13	0.13165093519979898	-1.1194310598933006	98	294	0.0	98.0	0.0
129	-14.57335115444009	1.7408297026122455e-13	1.580957587066223e-13	6.328036114811453e-7	0.999999999999883	0.9999999999998829	6.85353710275983e-7	6.852070238300068e-7	2.5579538487363607e-13	0.13165093451572685	-1.119431056818764	98	294	0.0	98.0	0.0
130	-14.573351154439957	1.3322676295501878e-13	3.375077994860476e-14	6.329624247124397e-7	0.9999999999998821	0.999999999999882	6.856800671150718e-7	6.856067981789172e-7	1.971756091734278e-13	0.13165093418162566	-1.1194310552500675	98	294	0.0	98.0	0.0
131	-14.5733511544401	1.438849039914203e-13	1.9895196601282805e-13	6.328896261859766e-7	0.9999999999998818	0.9999999999998814	6.861612645155052e-7	6.861668908720079e-7	2.859934511434403e-13	0.13165093369471892	-1.1194310530482874	98	294	0.0	98.0	0.0
132	-14.573351154439916	1.8474111129762605e-13	1.0658141036401503e-14	6.331088757060293e-7	0.9999999999998818	0.9999999999998826	6.864581447827707e-7	6.867064167948691e-7	2.611244553918368e-13	0.13165093330500488	-1.11943105127313	98	294	0.0	98.0	0.0
133	-14.573351154440074	1.580957587066223e-13	1.4033219031261979e-13	6.329127796461434e-7	0.9999999999998813	0.999999999999881	6.86754523297294e-7	6.86887302324434e-7	2.540190280342358e-13	0.13165093308611464	-1.1194310502380604	98	294	0.0	98.0	0.0
134	-14.573351154439997	7.638334409421077e-14	6.039613253960852e-14	6.326041405618836e-7	0.9999999999998828	0.9999999999998824	6.871918898192497e-7	6.871321713502018e-7	2.504663143554353e-13	0.13165093276784812	-1.1194310487917793	98	294	0.0	98.0	0.0
135	-14.573351154439898	9.947598300641403e-14	7.283063041541027e-14	6.329440628507706e-7	0.9999999999998824	0.9999999999998828	6.875034121027625e-7	6.874232501542691e-7	2.1671553440683056e-13	0.13165093248717863	-1.1194310475145623	98	294	0.0	98.0	0.0
136	-14.573351154439884	1.4210854715202004e-14	1.0125233984581428e-13	6.327948260021524e-7	0.9999999999998821	0.9999999999998824	6.878462548507306e-7	6.877259589723254e-7	2.0250467969162855e-13	0.13165093218478097	-1.1194310461532377	98	294	0.0	98.0	0.0
137	-14.57335115443989	7.105427357601002e-15	1.0658141036401503e-13	6.327672015506458e-7	0.9999999999998821	0.9999999999998823	6.878559208367717e-7	6.878203854574354e-7	1.900701818158268e-13	0.13165093214140677	-1.1194310459024566	98	294	0.0	98.0	0.0
138	-14.573351154440017	1.2612133559741778e-13	1.2434497875801753e-14	6.326646407088843e-7	0.9999999999998821	0.9999999999998825	6.879940176573601e-7	6.880665918613162e-7	1.580957587066223e-13	0.13165093196286826	-1.1194310450842737	98	294	0.0	98.0	0.0
139	-14.573351154439791	2.255973186038318e-13	2.1316282072803006e-13	6.326514882284201e-7	0.999999999999882	0.9999999999998815	6.881338126472671e-7	6.880535348925554e-7	1.829647544582258e-13	0.1316509319074326	-1.119431044794725	98	294	0.0	98.0	0.0
140	-14.573351154439932	1.4033219031261979e-13	9.414691248821327e-14	6.327558312251281e-7	0.999999999999881	0.9999999999998828	6.883496872199751e-7	6.88334293497575e-7	1.616484723854228e-13	0.13165093167387432	-1.1194310437547075	98	294	0.0	98.0	0.0
